id,subject,speaker,thought,link
160,Fischl,Sucrose,"I take it you're referring to the book series, Flowers for Princess Fischl? Indeed, the world the author came up with is very creative. If only I could go and see it with my own eyes. Oh? you're referring to Fischl herself? I am... doubtful that she could really take me there.",https://game8.co/games/Genshin-Impact/archives/297524
161,Freminet,Charlotte,"I've met Freminet a few times since being introduced. He quickly took an interest in Monsieur Verite - that's my Kamera-slash-assistant - and even made a few improvements to my lenses. I gotta say, though, my heart was in my mouth watching him completely dismantle Monsieur Verite in a matter of seconds... Amazing he managed to reassemble it just as swiftly. He seems very experienced - I was convinced he must have graduated from the Fontaine Research Institute, but he denied it.",https://game8.co/games/Genshin-Impact/archives/417207
162,Freminet,Chevreuse,Currently UnavailableUnlock Requirements: Reach Friendship Level 4 with Chevreuse,https://game8.co/games/Genshin-Impact/archives/417207
163,Freminet,Lynette,"He is a delicate and gentle child, but also tends to belittle himself... perhaps due to his previous experiences. Sometimes he feels like the antithesis of Lyney... but since they're both family, when their opinions clash, I will bridge their differences.",https://game8.co/games/Genshin-Impact/archives/417207
164,Freminet,Lyney,"My naive little brother still believes in fairy tales. I envy him, really. Uh, just to be clear though, he didn't actually tell me that. I just happened to see what he keeps in his secret drawer once... Really, it was an accident! So please don't tell him, or he'll get mad at me for sure.",https://game8.co/games/Genshin-Impact/archives/417207
165,Furina,Charlotte,"Lady Furina has a very captivating presence. She was born to be a star. Euphrasie once assigned a journalist to shadow her, but he quit not long into the assignment... From what I've heard, the reason he left was that Furina insisted on seeing every photo he took of her right away, and she'd make him redo it if she wasn't happy with how it turned out. Apparently, she was so picky that the poor guy once had to take 127 shots of her in the same pose before she was content...",https://game8.co/games/Genshin-Impact/archives/Furina-Best-Builds
166,Furina,Chevreuse,Currently UnavailableUnlock Requirements: Reach Friendship Level 4 with Chevreuse,https://game8.co/games/Genshin-Impact/archives/Furina-Best-Builds
167,Furina,Freminet,"Avoiding the Question: Uh... I'm in no position to give a well-rounded opinion on the Hydro Archon, so... I'll pass. I mean, I've only seen her a few times... so I'm sure I have a somewhat skewed view of her. Verdict: ...Okay fine. I've seen what the Hydro Archon's like when she's sitting in the audience. In my view, she's a very charismatic speaker, but it's her silences that intrigue me more. Her eyes... they're like the darkness at the bottom of the ocean. Hiding a deep secret, afraid of anyone ever getting close to her... Ah! Sorry, I... I let my imagination get the better of me.",https://game8.co/games/Genshin-Impact/archives/Furina-Best-Builds
168,Furina,Lynette,"Lady Furina's behavior is incredibly hard to explain, and I can't discern any useful intelligence from observing her. I always feel like her every move and action is an act, and she is playing different people... She truly is an Archon, one cannot apply the logic of ordinary humans to her.",https://game8.co/games/Genshin-Impact/archives/Furina-Best-Builds
169,Furina,Lyney,"The Hydro Archon, Lady Furina, is very unpredictable, and her manner of speech can be quite provocative, almost as if she sees talking itself like some sort of performance. The people of Fontaine have a particular soft spot for excitement and drama, which is why many hold her in high esteem.",https://game8.co/games/Genshin-Impact/archives/Furina-Best-Builds
170,Furina,Navia,"I was lucky enough to catch her in an opera when I was young. Even though it was a charity show, the tickets were nearly impossible to get! She was performing in character then, but I thought she seemed more in her element then than she ever did as an Archon, giving speeches up in the opera box... Looking back, I guess my intuition is was right.",https://game8.co/games/Genshin-Impact/archives/Furina-Best-Builds
171,Furina,Neuvillette,"Now, the curtain has finally fallen on her ""performance""... The character she portrayed was an imaginary one, yet in playing. that role she fulfilled her duties... Though she is meek and full of doubt by nature, she was able to use madness to stiffen her resolve and see her duty through to its conclusion. The work that she has done over the centuries is truly immense. If she were to ever make a return to the stage, I should personally attend the performance and give her my heartfelt applause... Yes, I must do so when the opportunity. arises.",https://game8.co/games/Genshin-Impact/archives/Furina-Best-Builds
172,Furina,Wriothesley,"Miss Furina displayed a severe lack of interest in my trial and excused herself early, probably because I pleaded guilty to all charges as soon as they were announced. Disappointing the Hydro Archon is a big deal, so... suppose I've got no choice but to keep gifting her copious amounts of the highest quality tea.",https://game8.co/games/Genshin-Impact/archives/Furina-Best-Builds
173,Gaming,Baizhu,"Gaming has quite a lot of scars and old injuries compared to other people his age. And every time he comes to see me, he always seems to have a new bruise here, and a new sprain there... sigh. No matter how many times I insist that he needs to be more careful, it always goes in one ear and out the other. All I can do is teach him some useful techniques for dressing and treating his wounds. I hope he finds them useful.",https://game8.co/games/Genshin-Impact/archives/437446
174,Gaming,Xiangling,"Oh boy, once I know Gaming is coming, I make sure to prepare a huge pot of tea in advance. You know, so he can wash some of the spicy food down. I've offered to tone down the spice a bit for him, but he absolutely insists that he prefers the authentic flavor... And he's not even just saying that to be polite. Believe me, I know a true foodie when I see one! Anyway, if that's what he prefers, then who am I to disappoint, hehe!",https://game8.co/games/Genshin-Impact/archives/437446
175,Gaming,Xianyun,Currently UnavailableUnlock Requirements: Reach Friendship Level 4 with Xianyun,https://game8.co/games/Genshin-Impact/archives/437446
176,Gaming,Xingqiu,"Gaming's work has all the trappings of a chivalric hero. Picture the scene, on a dark and moonless night, a lone young figure clad in black stands fearless on a secluded country road. They say his mastery of the martial arts is unparalleled, and the mythical beast by his side always does his bidding... Bandits and brigands beware, for none who challenge him come away unscathed... When he has the time, I'd love to hear more about his experiences as a guard. You should come along too.",https://game8.co/games/Genshin-Impact/archives/437446
177,Gaming,Xinyan,"The first time Gaming told me I had a bad case of rock 'n' roll fever, I checked my forehead to see if he was right. My temperature was fine, so I denied it. But he insisted it was true. We went back and forth arguing about it for hours before I realized it was all just a misunderstanding. Gaming explained that it was just another way to say you're a fan of something. Hahaha, there's never a dull moment when Gaming's around. Anyway, I've definitely come 'round to rock 'n' roll fever as an expression - I'll have to work it into the lyrics next time I write a song!",https://game8.co/games/Genshin-Impact/archives/437446
178,Ganyu,Baizhu,"Those with the blood of the adepti have strong constitutions. Even when she is ill or injured, she does not require any medicine to recover. She isn't like your average mortal, who would be left with long-term residual issues if they did not receive medical treatment after a serious injury.",https://game8.co/games/Genshin-Impact/archives/312173
179,Ganyu,Beidou,"Privately, Ganyu and I get on like a house on fire! But as you know, she’s the secretary to the Liyue Qixing… and I’m not exactly in their good books right now! Doesn’t bother me, but I wouldn’t want to put Ganyu in a difficult position. So just keep what I said between us, yeah?",https://game8.co/games/Genshin-Impact/archives/312173
180,Ganyu,Keqing,"Skepticism: Who knows what Rex Lapis must have doe to inspire such blind devotion from Ganyu...but her reluctance to be critical is not without its advantages. In the workplace, she'll carry out my instructions to the letter, even when I can tell she has her reservations. It's a good attitude to have as a career professional. Reflection: I find myself getting a second opinion from her a lot these days. Lots things come up that I just have no idea about, and of everyone in Liyue, she's probably the most familiar with Rex Lapis. Heh...I feel a bit awkward, though, because I used to be opening disparaging of Rex Lapis in front of her...But she doesn't seem to mind, so I guess I've got nothing to worry about...",https://game8.co/games/Genshin-Impact/archives/312173
181,Ganyu,Ningguang,"One cannot afford to be overly reliant on others even when it comes to Ganyu. There is a Liyue saying which goes, ""It takes a hundred people to keep a secret, but only one to let it slip."" When there are important affairs to deal with, it is always safer to investigate and resolve it personally.",https://game8.co/games/Genshin-Impact/archives/312173
182,Ganyu,Shenhe,"I've heard many stories about her from my master. She's really quite different from how I originally imagined her... But don't worry, I'll be keeping this to myself. Speaking of Ganyu, her work in Liyue Harbor is unbelievably busy... It seems that there is a price to pay for those who want to integrate into the mortal world.",https://game8.co/games/Genshin-Impact/archives/312173
183,Ganyu,Xiangling,"Ganyu? Oh... Oh yeah! I remember her — vegetarian, right? She doesn't come to the Wanmin Restaurant very often — but when she does, she sits alone in the corner and eats her meal in total silence. Poor girl, she seems kinda lonely... I always give her an extra-large portion because I feel sorry for her. Funniest thing is, she eats every last bite, every time! I wouldn't have guessed she had such an appetite just by looking at her.",https://game8.co/games/Genshin-Impact/archives/312173
184,Ganyu,Xianyun,Currently UnavailableUnlock Requirements: Reach Friendship Level 4 with Xianyun,https://game8.co/games/Genshin-Impact/archives/312173
185,Ganyu,Xiao,"Ganyu is neither mortal nor illuminated beast. Wandering, both the mortal and adepti realms with duty as her sole guide, it was inevitable that she would become perplexed...What? Me? You believe a yaksha who knows nothing more than how to massacre countless souls and emerge unscathed is a suitable mentor for such an individual? ...Your mind occupies a very different world from that which your body inhabits.",https://game8.co/games/Genshin-Impact/archives/312173
186,Ganyu,Yae Miko,"Hmm, now that you mention it, it's been a while since I last saw Ganyu. Before the Sakoku Decree came into effect, the two of us would often meet to discuss bilateral relations between our two nations. I always found her quite reliable. The next time you go to Liyue, take her some more fresh Sea Ganoderma for me.",https://game8.co/games/Genshin-Impact/archives/312173
187,Ganyu,Yanfei,"Ganyu is kind and thoughtful, it's just a shame she's so busy all the time. Most of the time, she's buried in an endless pile of paperwork — the only exception being her nap at noon. Don't get me wrong, I have to put in some hours at work, too. But I'm happy with the job I've chosen, and it's certainly a lot less taxing than hers.",https://game8.co/games/Genshin-Impact/archives/312173
188,Ganyu,Yaoyao,"Ganyu always has a lot of work to do. I heard that one time, she was so tired she accidentally fell asleep on the grass. sigh I do worry about her, you know! Hmm, maybe... we could go do a ""surprise inspection""! You know, check in and make sure she's taking care of herself. Oh! Uh... Wait a minute. I'll go get some of her favorite plants for her to eat...",https://game8.co/games/Genshin-Impact/archives/312173
189,Ganyu,Yelan,"Ah, the secretary... I could never work non-stop like she does, certainly not at that level of efficiency. I guess being half-adeptus must have its perks. Imagine not needing sleep to regain your energy levels...",https://game8.co/games/Genshin-Impact/archives/312173
190,Ganyu,Zhongli,"Liyue’s prosperity has not merely been built on Rex Lapis’ oracles or wisdom. It is also thanks to the countless servants of the Geo Archon who have honored their end of the contract. Of them, Ganyu is the one who has served for the longest time. If you want to know about her past… You should ask her about it. I fear my wording would not be delicate enough to receive her approval.",https://game8.co/games/Genshin-Impact/archives/312173
191,Gorou,Heizou,"General Gorou's constant suspicion made my trip to Watatsumi Island much more eventful... Everywhere I went, there were soldiers keeping me under close surveillance. Honestly, I was a regular, boring tourist just like everybody else. So what if I happen to be a detective in my day job? I was clearly minding my own business there.",https://game8.co/games/Genshin-Impact/archives/336726
192,Gorou,Itto,"Oh yeah, the doggy general in the resistance... Hey, I've gotta hand it to him, he may be on the small side, but he's got quite the fighting spirit. Also, he gives off this vibe that makes me feel all warm and fuzzy inside, almost as if he understands my innermost feelings... I mean, I've barely met the guy, so that's kinda weird.",https://game8.co/games/Genshin-Impact/archives/336726
193,Gorou,Kazuha,"When I was a wanted man, the resistance gave me a lot of help. The time I spent with Gorou was brief, but he left a deep impression on me. He's the type of person who says whatever's on his mind. He shares the highs and lows of his subordinates, and is never afraid to draw his sword for the sake of a friend. That's the kind of person I can really get along with.",https://game8.co/games/Genshin-Impact/archives/336726
194,Gorou,Kokomi,"Gorou is an exceptional general... sincere, determined, and courageous. He has a strong camaraderie with the troops and is able to come up with creative battle plans. He does, however, have one shortcoming... He often lets the excitement of battle get to his head. If you are ever deployed to the battlefield together, be sure to have a good rein on him when things get underway.",https://game8.co/games/Genshin-Impact/archives/336726
195,Gorou,Sara,"Gorou is to Sangonomiya Kokomi as I am to the Raiden Shogun. He is fiercely loyal, and I have great respect for this. It's a shame we're on opposing sides, so we'll never get to work together... Still, I am glad to have an admirable foe. Also... I hear he's a fifth-born son. That just makes it even better.",https://game8.co/games/Genshin-Impact/archives/336726
196,Gorou,Yae Miko,He certainly has a beautiful tail. Although... mine's a little softer.,https://game8.co/games/Genshin-Impact/archives/336726
197,Heizou,Ayaka,"Mr. Shikanoin belongs to the Tenryou Commission, just like Miss Kujou. He is very... principled, sometimes even more determinedly so than Miss Kujou. The only thing is, when it comes to the question of which matters should be governed by his principles, I believe only Mr. Shikanoin himself knows the answer.",https://game8.co/games/Genshin-Impact/archives/345516
198,Heizou,Gorou,"You mean that sneaky detective that never seems to actually be working on a case? Well, no one from the Shogunate can be fully trusted, so I'll be keeping my eyes and ears on him! On a separate note, he does have some talent for investigation. But how can we know that this isn't all part of some nefarious scheme?? Hmm. Only time will tell, I suppose.",https://game8.co/games/Genshin-Impact/archives/345516
199,Heizou,Kirara,"I crossed paths with that detective a long while back. Once he learned that I was a nekomata, he started asking me to investigate the whereabouts of missing cats. I was happy to help at first, but then I'd hear the cats say things like ""I just want to see the outside world!"" or ""I get so bored when I'm at home,"" I felt bad for them. So I lied, telling him that I hadn't seen any cat at all. But it seemed like he could see right through me...",https://game8.co/games/Genshin-Impact/archives/345516
200,Heizou,Kokomi,"Initially, I was astonished to see anyone coming to Watatsumi Island wearing a Tenryou Commission uniform. A Tenryou Commission samurai would never be that brazen, and a Tenryou Commission spy would never be that conspicuous. Shortly after, I discovered that he was a self-proclaimed ""detective"" by the name of Shikanoin, and that he took no interest in military, government, or commercial affairs. Instead he seemed to have arrived for a bit of sightseeing. As such, I set a few eyes on him, but refrained from taking any action to remove him from the island. be sure to talk to him if the chance presents itself.",https://game8.co/games/Genshin-Impact/archives/345516
201,Heizou,Sara,"Shikanoin and I may be colleagues, but I have few positive words to say about him. He seems preoccupied with his personal schemes while official duties take second place. The only reason I have not sought to bring him into line so far is that his investigations deliver results... 'sigh' He is such a headache.",https://game8.co/games/Genshin-Impact/archives/345516
202,Heizou,Shinobu,"He's different from the other Doushin of the Tenryou Commission. I have yet to see him on patrol or apprehend anyone, and he occasionally comes to me to buy intelligence. In exchange, I asked him to put in a good word for me whenever I'm bailing people out of the Police Station. He gladly agreed. I'd say that's a pretty good deal... After all, getting the boys to keep their eyes and ears open on the streets is easy enough.",https://game8.co/games/Genshin-Impact/archives/345516
203,Heizou,Thoma,"Ho, that guy is a detective for the Tenryou Commission. He seems to have his own way of doing things — not the easiest person to get along with. Also... Any situation that involves a detective is probably not one that's going to end well. I think I'll keep on giving him a wide berth.",https://game8.co/games/Genshin-Impact/archives/345516
204,Hu Tao,None,None,https://game8.co/games/Genshin-Impact/archives/314347
205,Itto,Ayato,"Now he's an interesting case. Pitting docile Onikabuto against each other in battle... heh, that's a first... I was only speaking in polite platitudes when I gave him that little pep talk, but to my surprise he started calling me ""bro""... To this day, he calls me ""my bro Ayato"" without the faintest idea of my true identity. It's quite alright by me, though, I have nothing against his... unique character.",https://game8.co/games/Genshin-Impact/archives/345461
206,Itto,Heizou,"I've done a few favors before to deliver Roasted Lavender Melon to him in prison. This one time, I overheard him singing. The lyrics... were complete trash, but I gotta say — he has a pretty good set of pipes. And it's not every day you come across an inmate who's in the mood to sing their heart out.",https://game8.co/games/Genshin-Impact/archives/345461
207,Itto,Kirara,"He's an oni, but he gets along with humans perfectly - he even has his own gang! Oh, I'm so jealous. Maybe I should go ask him for some advice.",https://game8.co/games/Genshin-Impact/archives/345461
208,Itto,Raiden,Who?,https://game8.co/games/Genshin-Impact/archives/345461
209,Itto,Sara,"Tsk... I can't help but get a little irate when his name comes up. He kicked up a big fuss when I confiscated his Vision, by far the noisiest person... no, the noisiest oni I've ever encountered. He showed me was enough of a man to admit defeat, but the rematch he insisted upon... Tsk... To this day, I still don't want to talk about it. If you really must know, you can go and ask him yourself.",https://game8.co/games/Genshin-Impact/archives/345461
210,Itto,Sayu,Why does he have to make such a racket? And how did he get so tall!?,https://game8.co/games/Genshin-Impact/archives/345461
211,Itto,Shinobu,"The boss has a lot of unpleasant memories from his past, but he still manages to stay positive. I'd say that kind of resilience is pretty rare. He treats us well and his character has a good effect on everyone in the gang. Of course, it's never an excuse for him to run amok with no consideration for others. Just let me know if he ever causes you any trouble and I'll be sure to make him regret ever being rude to you.",https://game8.co/games/Genshin-Impact/archives/345461
212,Itto,Thoma,"Hmm... Word on the street is that he's quite a character — apparently, he even has youkai heritage. Have you met him? If you two are close, maybe you could introduce me sometime. It's good to make friends from all walks of life... youkai included!",https://game8.co/games/Genshin-Impact/archives/345461
213,Itto,Yae Miko,"Ah, the oddball oni. Heh, I hear that he's been quite a pain for the Kujou Clan. The Tenryou Commission wanted to remove his messages on the bulletin board, claiming that they were ""harmful to the public order."" I made quite sure they stayed put, haha. He's an entertaining character... you don't often see oni like him in this day and age.",https://game8.co/games/Genshin-Impact/archives/345461
214,Itto,Yoimiya,"Duels: Oh, he may look scary, but he is very popular with the children. However,  he can be very competitive. Every time we play with the children, it always turns into a showdown between him and me. For example, we'd drink a bowl of ramen soup in one go, or try to eat sour plums without making any faces. The children will cheer us both on and try to guess the winner. And when that happens... well, then I can't let him beat me, right? Arataki's Gang: Arataki's gang? Huh!? So he isn't just someone with too much free time on his hands?",https://game8.co/games/Genshin-Impact/archives/345461
215,Jean,Albedo,"Jean? She has served exceptionally well as Acting Grand Master, one can even say she is more reliable than Grand Master Varka. Perhaps in our hearts, we all eagerly await the day she can become the official Grand Master herself.",https://game8.co/games/Genshin-Impact/archives/297536
216,Jean,Amber,"Help: After the Grand Master left on his expedition, all the affairs of the Knights of Favonius, both big and small, have been left up to Jean. If only there was more I could do to help her... Care: Jean might still be working? We should invite her for coffee... Let's go.",https://game8.co/games/Genshin-Impact/archives/297536
217,Jean,Barbara,Acting Grand Master... Leader of the Knights of Favonius... Everyone seems to like her a lot. Oh? Me? I... Of course I have nothing but admiration for her!,https://game8.co/games/Genshin-Impact/archives/297536
218,Jean,Bennett,"I keep meaning to ask Master Jean for some help with the Mondstadt Adventurers' Guild, but I don't know how to go about it. The Guild doesn't have as many rules and regulations as the Knights of Favonius, the dads and I are pretty laid back about everything. Pretty sure that attitude wouldn't fly with Jean though... I guess I should read up on the Knights' etiquette or something?",https://game8.co/games/Genshin-Impact/archives/297536
219,Jean,Diluc,Enemies: Trifling matters can become Jean's greatest enemy. Responsibilities: Her unparalleled sense of responsibility is the sole reason why she still hasn't found her true calling.,https://game8.co/games/Genshin-Impact/archives/297536
220,Jean,Diona,"Acting Grand Master of the Knights of Favonius... A rare, mature adult who doesn't drink... But perhaps a little too earnest, cause is it just me, or are the Knights overdoing it a bit on protecting me?",https://game8.co/games/Genshin-Impact/archives/297536
221,Jean,Eula,"The Acting Grand Master's family and mine are sworn enemies. But she draws a clear line between professional and personal matters. She saw I was capable, admitted me into the Knights, and gave me lots of opportunities. So, when the time comes for vengeance, I'll afford her a reasonably soft landing.",https://game8.co/games/Genshin-Impact/archives/297536
222,Jean,Kaeya,What? The Acting Grand Master? You need to give her your full support.,https://game8.co/games/Genshin-Impact/archives/297536
223,Jean,Klee,Master Jean is the best! But she's also a little bit scary.,https://game8.co/games/Genshin-Impact/archives/297536
224,Jean,Lisa,Jean is a gifted and dedicated leader. Seeing how hard she works makes even me want to help her out.,https://game8.co/games/Genshin-Impact/archives/297536
225,Jean,Mona,"You mean the Acting Grand Master of the Knights of Favonius? her constellation is Leo Minor, which represents strength and responsibility shouldered too young... Though the lioness has been separated from her ride for a long time, she grows from strength to strength, and the day will come when she is ready to return as its glorious leader.",https://game8.co/games/Genshin-Impact/archives/297536
226,Jean,Ningguang,"The Acting Grand Master of Mondstadt, a strict and impeccable woman. Her flawless etiquette knows no fault, even her letters are meticulously written and creased according to the prescribed rules. It is such easily overlooked details that offer a glimpse into the true qualities of one's character.",https://game8.co/games/Genshin-Impact/archives/297536
227,Jean,Noelle,"Master Jean has always been my role model, both in terms of ability and dedication. She holds herself and others to the same high standards, so if there ever comes a day when I meet with her approval, it will be the ultimate acknowledgement of all my efforts so far. Until then, there's no room for complacency!",https://game8.co/games/Genshin-Impact/archives/297536
228,Jean,Rosaria,She's not only competent in her own work but also somehow manages to clear up various matters for others... Huh. Now that's a woman who deserves admiration.,https://game8.co/games/Genshin-Impact/archives/297536
229,Jean,Sucrose,"I don't dare talk to Master Jean that much, because she's so strict. I know she's a good person and all — I know that, I do — but... I still find her scary. I don't tend to bother her, and even when I have to... I ask Albedo to go on my behalf.",https://game8.co/games/Genshin-Impact/archives/297536
230,Jean,Thoma,"Oh, so Jean from the Gunnhildr Clan is the Master of the Knights of Favonius now? She definitely deserves it, she's known all over for her impeccable conduct... Oh, just the ''Acting'' Grand Master? Haha, well, someone of her standing won't care about titles.",https://game8.co/games/Genshin-Impact/archives/297536
231,Jean,Venti,"Acting Grand Master Jean... Well, what do you think of her? Yes, I couldn't agree more: conscientious, courageous... kind and considerate too. Reminds me of another good friend...",https://game8.co/games/Genshin-Impact/archives/297536
232,Kaeya,Amber,"Concerns: ...I'm feeling uneasy all of a sudden! Was that Kaeya with you earlier? Did he give you any trouble? Culprit: There's something weird-looking about the dandelions in the garden... Hmm, I bet Kaeya had something to do with this!",https://game8.co/games/Genshin-Impact/archives/297516
233,Kaeya,Collei,"How's everyone in Mondstadt, are they good? I caused so much trouble back then, I sometimes wonder if I should make some time to go back there and apologize... Hmm, but what if I ran into the Cavalry Captain, and he started teasing me? ... Yeah, there's no rush, maybe I'll leave it a while longer.",https://game8.co/games/Genshin-Impact/archives/297516
234,Kaeya,Diluc,Kaeya? You can only trust half of what he says... at best.,https://game8.co/games/Genshin-Impact/archives/297516
235,Kaeya,Diona,"How is it that even a captain is a disgusting boozehound! You know, that guy who's got that laugh! He downs drink after drink. Ugh!",https://game8.co/games/Genshin-Impact/archives/297516
236,Kaeya,Fischl,"Fischl: His nature is obscure, his fate a mystery, and his speech a vexing tapestry woven of both fact and fiction... Perhaps he and I share the burden of mystical sight...Oz: Or perhaps he's secretly an actual pirate?",https://game8.co/games/Genshin-Impact/archives/297516
237,Kaeya,Jean,Is that right...? Kaeya also gave you some suggestions. He is an excellent knight after all — this is a fact no one can deny.,https://game8.co/games/Genshin-Impact/archives/297516
238,Kaeya,Klee,Kaeya is the best! He wrote the Favonius Survival Rulebook for me and he always helps me cover it up when I make a big disaster.,https://game8.co/games/Genshin-Impact/archives/297516
239,Kaeya,Mona,"Kaeya Alberich? He's a Pavo Ocellus. Destined for greatness and grandeur... and to hide ugly realities behind a layer of charm and elegance. He believes he has made a clean break with his past, but one day fate will catch up with him. When it does, he will have a major decision to make.",https://game8.co/games/Genshin-Impact/archives/297516
240,Kaeya,Noelle,"He's a mysterious character! He comes and goes like the wind, and is always occupied with important business. I like the fact that he delegates some of the smaller jobs to me sometimes, it's nice to feel like part of the team, you know... What do you mean ""errand runner""? I don't see it like that at all! Okay, well yes, technically I run errands for him. But still, I really appreciate it!",https://game8.co/games/Genshin-Impact/archives/297516
241,Kaeya,Rosaria,"Wine has its uses... like revealing someone's true colors, for example. Smooth talk is Kaeya's veil, but being me, I can see right through it. Hah, you should see him when he's drunk.",https://game8.co/games/Genshin-Impact/archives/297516
242,Kaeya,Sucrose,"Oh... I know he likes to joke, and isn't trying to make fun of me, but I often struggle to work out which parts are the truth and which parts are jokes. So whenever he talks to me, the outcome is either one of two things: morbid embarrassment or unbearable awkwardness.",https://game8.co/games/Genshin-Impact/archives/297516
243,Kaveh,Alhaitham,"Overly Sensitive: Kaveh tends to be overly sensitive about everyone and everything he crosses paths with, and he's constantly making a fuss about nothing. Maybe it's because he's too emotionally fragile... Getting Duped: Someone set up a stand on the street saying that for each handmade keychain they sold, a child in poverty would be given a meal. Kaveh bought at least a dozen.  ... This is Sumeru, where even healthcare is free. I needn't say more.",https://game8.co/games/Genshin-Impact/archives/Kaveh-Best-Builds
244,Kaveh,Collei,"The General Mahamatra once brought him to our place for a meal. From the moment the fruit arrived on the table, he ranted non-stop about his difficult and stubborn roommate for the entire meal. We didn't get a single word in the whole time. We just nodded along and tried to stifle our laughter. It took a lot of effort.",https://game8.co/games/Genshin-Impact/archives/Kaveh-Best-Builds
245,Kaveh,Cyno,"Tighnari and Collei never said it to my face, but they found Kaveh's personal anecdotes far more entertaining than the jokes I had prepared... I could see it on their faces. Hmm? What did I think about that? Well, I thought it was funny that they could laugh at such a situation.",https://game8.co/games/Genshin-Impact/archives/Kaveh-Best-Builds
246,Kaveh,Dori,"Ah yeah, he's one of the Kshahrewar people that I work with. Unlike the more closed-minded people at the Akademiya, he actually has his own dreams that he's fighting for. I, for one, really respect that. I secretly lent him some Mora — and I mean a LOT of Mora — to build my Palace of Alcazarzaray. One thing's for sure — without Dori the benevolent benefactor, Kaveh would not be where he is today, hehe.",https://game8.co/games/Genshin-Impact/archives/Kaveh-Best-Builds
247,Kaveh,Faruzan,"Kaveh's a good kid with great potential. I had a casual chat with him once about some principles of mechanism construction. Hmm, how should I put it... He's too much of an artsy romantic, but at least he has some original ideas, which is rare nowadays. I've heard that he's fallen on some hard times, so I'm planning to invite him out for a good meal once my funding gets approved. It'll happen soon, promise.",https://game8.co/games/Genshin-Impact/archives/Kaveh-Best-Builds
248,Kaveh,Nahida,"He has an almost-perfect grasp of what it truly means for Sumeru to be a Nation of Wisdom. Sadly, the truth as he understands it will never be accepted as the mainstream. Hmm? He's roommates with Alhaitham? Wow... the world really is full of surprises...",https://game8.co/games/Genshin-Impact/archives/Kaveh-Best-Builds
249,Kaveh,Nilou,"I heard he was the one who built the magnificent Palace of Alcazarzaray. He must have had a wonderful time making such a masterpiece, like when I'm in the middle of dance practice. Just thinking about dancing for everyone gives me so much happiness and motivation.",https://game8.co/games/Genshin-Impact/archives/Kaveh-Best-Builds
250,Kaveh,Tighnari,"Kaveh is a famous architect in Sumeru. The Palace of Alcazarzaray is his magnum opus. During the initial planning, he even asked me to recommend suitable ornamental flora. I don't know why or how, but he ended up heavily in debt after the palace was completed. Alhaitham is helping out by letting him stay him at his place, but...I don't know whether that's a blessing or a curse...",https://game8.co/games/Genshin-Impact/archives/Kaveh-Best-Builds
251,Kazuha,Ayato,"Once upon a time, the Kaedehara Clan was a subordinate branch of the Kamisato Clan. My forebears may have failed to save his family from decline, but even today I have a duty to support him. Now, naturally, there is nothing I can do to restore his clan's former fortunes. But as for helping him avoid arrest by the Tenryou Commission, that is well within my capabilities...",https://game8.co/games/Genshin-Impact/archives/332826
252,Kazuha,Beidou,"Kazuha? That scallywag actually. blocked a strike from the Raiden Shogun outside Tenshukaku! Easier said than done... After the battle he came to the Crux Fleet - said he'd voyage with us a while longer. I was more than happy to oblige. If the day comes when he decides to set off again by himself. on the next stage of his journey, I'll send him off with a drink,.. haha...",https://game8.co/games/Genshin-Impact/archives/332826
253,Kazuha,Gorou,"I've seen all kinds of wandering samurai before, and Kazuha is categorically a different breed from the others. He's like a gust of wind that sweeps through the land. Though he never stays for long, he is always able to contribute something to those who are around him. When I fought alongside him, I learned more about what it means to be truly carefree and without constraints. In any case, I think that Kazuha and I make a great team together!",https://game8.co/games/Genshin-Impact/archives/332826
254,Kazuha,Heizou,"Things in Common: Oh, Kazuha? Yeah, he's a solid guy. With his help, I felt like a locked treasure chest of clues had been bust wide open and emptied all over the ground for me to see. If only I had his sensitivity to the natural world... Oh, I get it now! The wind to him must be like my intuition to me! Invitation: Ohh... It's such a pity! Since the Vision Hunt Decree's been repealed, I no longer have any grounds to officially arrest him. But then again... I guess now, I can just openly invite him to come to the Tenryou Commission - and discuss cases with me.",https://game8.co/games/Genshin-Impact/archives/332826
255,Kazuha,Itto,"Word on the street is that he blocked the Musou no Hitotachi after you escaped from Tenshukaku. Seriously? 'Cause I mean, that is awesome! Who knows how he pulled it off. He, now that I think about it, he's from a fallen clan, and I'm from a fallen clan... That kinda makes us equals, haha! Yeah, so next time someone attacks you, it's my turn to block the blade!",https://game8.co/games/Genshin-Impact/archives/332826
256,Kazuha,Kokomi,"Kazuha once came and bunked with the resistance for a time. If I'm not mistaken, he got along very well with Gorou — they would often fight side-by-side in battle. Kazuha has a carefree personality and doesn't like constraints, but he would follow every command to the letter when he was among our ranks. In my opinion, not only is he an outstanding swordsman, but a very refined character.",https://game8.co/games/Genshin-Impact/archives/332826
257,Kazuha,Wanderer,"You speak of the descendant of the Kaedehara clan? Then isn't he... Wait, he also possesses an Anemo Vision? ...And even managed to take on the Raiden Shogun's Musou no Hitotachi? Hehe... Ahahahaha!",https://game8.co/games/Genshin-Impact/archives/332826
